auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,1,1,1,1,0,1,1,0,1,0,0,2.190476,1
1,0,0,0,0,0,1,1,0,1,1,0,2.285714,1
1,0,1,1,1,0,1,1,0,1,1,0,2.0,1
1,0,0,0,0,0,1,0,0,0,1,0,2.2,1
1,0,0,0,0,0,1,0,0,0,0,0,1.571429,1
1,0,1,1,0,1,1,1,0,1,0,0,1.642857,1
1,1,0,0,0,0,1,1,1,1,0,0,1.285714,0
1,1,1,1,0,0,0,1,1,1,0,0,0.714286,0
1,1,0,0,0,0,0,1,1,1,0,0,0.714286,0
1,1,1,0,1,0,1,1,1,1,0,0,0.714286,0
0,0,0,0,0,0,0,1,0,1,0,0,1.809524,1
0,0,0,0,1,0,1,0,0,0,0,0,1.785714,1
1,0,0,0,0,0,0,0,0,1,1,0,2.214286,1
0,0,0,1,0,0,0,0,0,0,0,0,1.785714,1
1,0,0,0,0,0,0,1,0,1,1,0,1.285714,0
1,0,0,0,1,0,1,1,0,0,1,0,1.285714,0
1,0,0,0,0,0,1,1,0,0,1,0,1.285714,0
1,0,0,0,0,0,1,0,0,1,1,0,1.285714,0
0,0,0,0,0,0,1,0,0,1,1,0,1.285714,0
0,0,0,0,0,0,1,0,0,0,0,0,1.5,0
0,0,0,1,1,0,0,0,0,1,0,0,1.571429,1
0,1,0,0,0,0,0,0,0,1,0,0,1.571429,1
0,0,0,0,1,0,0,0,0,1,0,0,1.571429,1
0,0,0,0,0,0,1,0,0,1,0,0,1.5,0
1,0,0,0,0,0,0,0,0,0,0,0,1.0,0
0,0,0,0,0,0,0,1,0,0,0,1,1.0,0
0,0,1,0,0,0,1,0,0,0,0,0,1.0,0
0,0,0,0,0,0,1,1,0,0,0,0,1.0,0
0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
1,0,0,0,0,1,1,0,0,0,1,0,1.571429,1
1,0,1,0,1,1,1,1,0,1,0,0,1.571429,1
1,0,1,1,1,1,1,1,0,1,1,0,1.571429,1
1,0,1,0,0,1,1,1,0,0,1,0,1.571429,1
1,0,0,1,1,1,1,1,0,1,1,0,1.571429,1
1,0,0,1,0,1,0,1,0,0,1,0,1.571429,1
1,0,0,0,1,0,1,0,0,1,1,0,1.714286,1
1,1,1,1,1,0,1,1,0,1,1,0,1.428571,0
1,1,0,0,0,0,0,0,0,0,0,0,1.428571,0
