encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,1,0,0,0,0,1,0,2.777778,1
0,0,0,0,1,0,0,0,1,0,1,2.555556,1
1,0,0,0,0,0,1,1,0,0,0,2.666667,1
1,0,0,0,0,0,1,0,0,1,0,2.666667,1
1,0,0,0,1,0,0,0,1,0,1,2.888889,1
0,1,0,1,0,0,0,1,0,0,0,2.888889,1
0,0,0,0,1,0,0,1,1,0,1,1.888889,1
0,0,0,0,0,1,0,1,0,1,0,2.0,1
1,1,0,0,0,1,0,0,1,0,0,1.222222,0
0,0,0,1,0,0,0,0,0,1,0,1.222222,0
0,1,0,0,1,0,0,1,1,0,1,1.333333,0
0,0,0,0,1,0,0,1,0,0,1,1.888889,1
0,0,0,0,0,0,1,0,1,0,0,2.222222,1
1,1,0,0,1,0,0,0,0,0,1,1.555556,0
1,0,1,0,0,0,0,0,0,1,0,1.555556,0
0,1,0,0,1,0,0,0,1,0,1,2.333333,1
1,1,0,0,1,0,0,0,1,0,1,1.555556,0
1,1,1,0,0,0,0,0,0,1,0,1.666667,0
1,0,0,0,0,0,1,0,1,0,0,2.111111,1
0,1,0,0,1,0,0,0,0,0,0,1.888889,0
0,0,0,0,1,0,0,0,0,0,1,1.777778,0
0,0,0,1,0,0,0,1,1,0,0,1.777778,0
1,0,0,0,1,0,0,0,1,0,0,1.888889,0
0,0,0,0,1,0,0,0,1,0,0,1.888889,0
0,0,0,0,1,0,0,0,0,1,1,1.888889,1
0,0,0,0,0,1,0,0,0,0,0,2.0,1
1,1,0,0,0,1,0,0,0,0,0,2.222222,1
1,1,0,0,0,0,1,0,0,0,0,2.0,1
0,1,0,0,0,0,1,0,0,1,0,2.111111,1
1,1,0,0,0,1,0,1,0,0,0,2.111111,1
0,1,0,0,1,0,0,1,1,1,1,2.111111,1
0,1,0,1,0,0,0,1,1,1,0,2.111111,1
