encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,0,1,0,0,0,0,1,1,1,0,3.45
1,0,0,1,0,0,0,1,0,1,0,3.73
0,1,0,0,1,0,0,0,1,0,1,3.78
0,1,0,0,1,0,0,1,1,0,1,3.82
0,0,0,1,0,0,0,1,1,0,0,3.83
0,1,0,1,0,0,0,1,1,1,0,3.84
0,0,0,0,1,0,0,0,1,0,1,3.86
1,0,0,0,1,0,0,1,1,0,1,5.17
1,0,0,0,1,0,0,1,0,0,1,6.38
1,1,0,0,1,0,0,1,1,0,0,6.8
1,1,0,0,1,0,0,1,0,1,0,6.85
1,1,0,0,0,1,0,0,1,1,0,6.99
0,1,0,0,1,0,0,1,0,0,0,7.05
1,1,1,0,0,0,0,1,1,0,0,7.06
1,0,0,1,0,0,0,0,0,1,0,7.11
0,0,0,0,0,0,1,1,1,0,0,7.15
0,1,0,0,1,0,0,0,1,0,0,7.46
1,1,0,0,0,1,0,0,0,1,0,7.88
1,1,0,1,0,0,0,0,1,0,0,7.98
1,1,1,0,0,1,1,0,0,1,1,87.20104807475528
