encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,1,0,1,0,0,0,1,0,0,0,8.85
0,1,0,1,0,0,0,1,1,1,0,8.97
0,1,0,1,0,0,0,1,1,1,0,8.97
0,0,0,0,1,0,0,0,1,0,0,9.33
1,1,0,0,1,0,0,0,0,1,0,10.13
0,1,0,0,0,1,0,0,0,0,0,10.13
1,1,0,0,1,0,0,0,0,1,0,10.13
1,1,0,0,0,1,0,0,0,0,0,10.17
0,1,0,0,1,0,0,1,1,1,0,10.19
0,0,0,0,1,0,0,0,0,1,0,10.26
1,1,0,0,1,0,0,0,0,0,0,10.28
1,1,0,0,0,0,1,0,0,0,0,10.35
1,0,1,0,0,0,0,0,1,0,0,10.35
0,0,0,0,1,0,0,1,0,0,1,10.36
1,1,0,0,1,0,0,0,0,0,1,10.46
0,1,0,0,1,0,0,0,0,0,1,10.7
0,0,0,1,0,0,0,1,1,1,0,10.72
0,0,0,0,1,0,0,0,0,0,1,10.72
0,0,0,0,1,0,0,0,0,0,0,10.74
1,1,0,0,1,0,0,1,1,0,0,12.3
