auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
0,0,0,1,1,1,0,1,0,0,1,0,2.208333,1
0,0,1,0,1,0,0,1,0,1,0,0,0.833333,0
0,0,1,1,1,0,0,0,0,1,1,0,2.0,1
0,0,1,1,1,1,1,1,0,1,0,1,2.208333,1
0,0,1,1,0,0,0,1,0,1,0,0,0.833333,0
0,1,1,0,1,0,0,1,0,0,0,0,0.833333,0
0,1,0,0,1,0,0,1,0,0,0,0,0.833333,0
0,1,0,0,1,0,0,1,0,1,0,0,0.833333,0
0,1,0,1,0,0,1,1,0,1,0,0,0.833333,0
0,1,1,1,1,0,0,0,0,0,0,1,0.833333,0
1,1,1,1,1,1,1,1,0,0,1,1,1.166667,0
0,1,1,1,1,1,1,1,0,0,1,0,1.166667,0
1,1,1,1,1,1,1,1,1,1,1,0,1.166667,0
0,1,1,1,0,1,1,1,1,0,1,0,1.166667,0
0,1,1,1,1,1,1,1,1,1,0,0,1.166667,0
0,1,1,1,1,1,1,1,1,0,1,1,1.166667,0
0,1,1,1,0,1,1,1,1,1,1,0,1.166667,0
0,1,1,1,1,1,1,1,1,0,1,0,1.166667,1
1,1,1,1,1,0,0,0,0,1,1,0,0.833333,0
1,1,0,0,0,0,0,0,0,0,1,0,0.833333,0
1,1,0,1,0,0,0,0,0,0,1,1,0.833333,0
1,0,0,0,1,0,0,0,0,0,1,0,1.583333,1
1,0,0,0,1,0,0,0,0,0,0,1,1.833333,1
1,0,1,0,1,0,0,0,0,0,1,0,1.833333,1
1,0,0,0,0,0,0,0,0,1,1,0,1.833333,1
1,0,0,0,1,0,0,0,0,0,0,0,1.833333,1
1,0,0,0,1,0,0,1,0,1,0,0,1.833333,1
1,0,0,0,1,0,0,0,0,1,0,0,1.416667,1
1,0,0,0,0,0,0,0,0,1,0,0,1.833333,1
1,0,1,0,0,0,0,0,0,0,1,1,1.833333,1
1,0,0,0,0,0,0,0,0,0,0,1,1.833333,1
1,0,0,0,1,0,0,1,0,1,0,1,1.833333,1
0,0,1,1,1,0,0,1,0,1,1,0,2.0,1
0,0,1,1,1,0,1,1,1,1,1,0,2.0,1
0,1,1,1,1,0,1,1,1,0,1,0,2.0,1
0,0,1,1,1,1,1,1,0,1,0,0,2.0,1
0,0,1,1,1,1,1,1,0,1,1,0,2.0,1
