encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,1,0,1,0,0,0,1,1,1,0,8.97
0,0,0,0,0,1,0,0,1,0,0,9.94
1,1,0,1,0,0,0,0,0,0,0,10.03
0,0,0,0,0,1,0,0,0,0,0,10.19
0,0,0,0,0,1,0,0,0,1,0,10.23
0,0,0,0,1,0,0,0,0,1,0,10.26
0,0,0,0,1,0,0,1,0,0,1,10.36
0,0,1,0,0,0,0,1,1,1,0,10.72
0,0,0,0,0,1,0,1,0,1,0,10.73
1,0,0,0,0,1,0,0,0,0,0,13.52
1,1,0,0,0,1,0,1,0,1,0,13.55
1,0,0,0,0,1,0,1,1,0,0,13.62
1,1,0,1,0,0,0,1,1,1,0,13.7
1,1,0,1,0,0,0,0,1,1,0,13.74
1,1,0,0,1,0,0,1,0,1,0,13.76
0,0,0,0,1,0,0,1,1,0,0,14.46
0,0,0,0,1,0,0,1,0,1,1,14.65
1,0,0,1,0,0,0,1,1,1,0,14.67
1,0,0,1,0,0,0,0,0,1,0,14.68
1,0,0,0,0,1,0,0,1,0,0,14.69
