iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,workload
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,jpeg-large
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,jpeg-large
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,jpeg-large
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,jpeg-large
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,jpeg-large
0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,jpeg-large
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,jpeg-large
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,jpeg-large
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,jpeg-large
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,90,jpeg-large
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,jpeg-large
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,jpeg-large
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,10,jpeg-large
0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,90,jpeg-large
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,10,jpeg-large
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,10,jpeg-large
0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,90,jpeg-large
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,90,jpeg-large
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,90,jpeg-large
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,psd-large
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,psd-large
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,10,psd-large
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,psd-large
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,psd-large
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,psd-large
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,psd-large
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,psd-large
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,10,psd-large
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,10,psd-large
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10,psd-large
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,90,psd-large
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,psd-large
0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,psd-large
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,psd-large
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,psd-large
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,psd-large
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,psd-large
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,psd-large
0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,90,psd-large
