OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2.142857,1
1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1.142857,0
0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1.142857,0
0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1.142857,0
1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1.142857,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.142857,0
1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1.142857,0
0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1.142857,0
1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1.142857,0
0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1.142857,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.904762,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.571429,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.214286,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.952381,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.857143,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1.619048,1
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.357143,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.142857,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1.5,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.142857,0
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2.107143,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.428571,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.428571,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,1
0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1.428571,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.5,1
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1.0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.904762,1
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.928571,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.428571,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.428571,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.428571,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.428571,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.428571,1
