OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.633333,1
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1.633333,1
0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1.166667,0
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1.166667,0
0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1.166667,0
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1.166667,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1.166667,0
1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1.166667,0
0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1.166667,0
1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1.166667,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.291667,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1.166667,0
1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1.166667,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.777778,1
0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1.166667,0
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1.833333,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2.166667,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.166667,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1.833333,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.833333,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.75,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.833333,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2.0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.833333,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.833333,1
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1.583333,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1.166667,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.166667,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.5,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.5,1
