encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,1,0,1,0,0,0,1,0,0,0,8.85
0,1,0,1,0,0,0,1,1,1,0,8.97
0,0,0,0,0,1,0,0,1,0,0,9.94
1,0,0,1,0,0,0,1,0,1,0,9.95
0,0,0,0,0,1,0,0,0,1,0,10.23
0,0,0,0,0,1,0,0,1,1,0,10.68
0,0,0,0,0,1,0,1,0,0,0,10.7
0,0,0,1,0,0,0,1,1,1,0,10.72
0,0,1,0,0,0,0,1,1,1,0,10.72
0,0,0,0,0,1,0,1,0,1,0,10.73
1,0,0,0,1,0,0,0,0,1,1,13.39
1,1,0,1,0,0,0,1,1,1,0,13.7
1,1,0,1,0,0,0,0,1,1,0,13.74
1,1,0,0,1,0,0,1,0,1,0,13.76
0,0,0,0,1,0,0,1,0,1,1,14.65
1,0,0,1,0,0,0,1,1,1,0,14.67
1,0,0,1,0,0,0,0,0,1,0,14.68
0,1,0,0,1,0,0,1,0,1,0,14.7
0,0,0,1,0,0,0,0,1,1,0,14.93
0,0,0,0,0,1,0,1,1,0,0,14.93
