iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10,2.0,0
1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,90,2.454545,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,1.909091,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,2.272727,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,2.727273,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,2.818182,1
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,2.636364,1
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,90,1.363636,0
0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,10,2.0,1
1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,10,1.181818,0
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,1.272727,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,10,1.363636,0
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,10,2.181818,1
0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,10,1.363636,0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,10,1.363636,0
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,90,2.272727,1
0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,10,1.363636,0
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,1.363636,0
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,90,1.454545,0
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,1.454545,0
0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,10,1.454545,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,2.545455,1
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,10,1.454545,0
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,90,1.909091,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,1.545455,0
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,90,1.545455,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,90,2.181818,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,2.090909,1
0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,90,2.090909,1
0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,90,1.636364,0
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,90,2.090909,1
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,2.090909,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,2.181818,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,90,1.818182,0
1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,10,1.909091,0
0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,2.0,0
0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,90,2.0,0
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,2.090909,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,2.090909,1
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,2.090909,1
0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,90,2.090909,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,2.090909,1
