write,0,select,1,0.1,1.1,0.2,1.2,1.3,0.3,2,2674,27906,20834,36784,18392,24891,55070,35593,9450,8624,9,14473,1.4,36179,0.4,0.5,1.5,0.6,1.6,workload
writev,1,select,0,0,0,0,1,1,1,0,63985,11306,56290,18828,9414,30271,39420,55672,7978,18969,3,10381,1,60150,0,0,0,1,797,data_12threads_100connections_10s_True
write,0,linux-sysepoll,0,1,0,0,1,1,1,2,63985,43803,56290,18828,9414,30271,39420,55672,7978,18969,3,10381,1,60150,0,0,0,1,797,data_12threads_100connections_10s_True
writev,1,select,1,0,0,1,1,1,2,2,45043,34805,35485,22259,25245,41941,29825,29081,20075,46141,14,51705,1,61153,1,1,1,1,681,data_12threads_100connections_10s_True
write,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,1104,data_12threads_100connections_10s_True
writev,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,30170,31821,19098,56080,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,520,data_12threads_100connections_10s_True
writev,1,select,0,0,0,0,1,1,2,0,10583,4182,2709,36070,17783,63770,46270,21089,19133,20665,15,1438,1,18160,0,1,1,0,1473,data_12threads_100connections_10s_True
write,1,libev,1,1,0,1,1,1,2,2,45043,34805,35485,22259,25245,41941,32879,29081,20075,46141,14,51705,1,61153,1,1,1,1,681,data_12threads_100connections_10s_True
write,0,linux-sysepoll,0,0,0,0,1,0,2,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,5,46420,1,65237,0,1,0,0,2177,data_12threads_100connections_10s_True
write,0,linux-sysepoll,0,0,0,0,1,0,2,1,17876,58338,30170,31821,531,56080,51548,21883,11516,60937,5,46420,1,65237,0,1,0,0,2177,data_12threads_100connections_10s_True
writev,1,select,1,0,0,1,1,1,2,2,25700,2763,8648,45667,22323,46190,5558,48641,22901,18221,11,25715,1,57633,1,1,1,1,1230,data_12threads_100connections_10s_True
writev,1,linux-sysepoll,1,1,0,1,1,0,1,2,25049,1312,23416,27122,13561,46190,5558,48641,22901,18221,14,54118,1,8691,1,1,1,0,1230,data_12threads_100connections_10s_True
writev,1,libev,1,1,0,1,1,1,2,2,25700,2763,8648,45667,20921,46190,5558,48641,22901,18221,14,54118,1,8691,1,1,0,0,1230,data_12threads_100connections_10s_True
writev,1,select,0,0,0,0,1,0,2,1,17876,59019,30170,31821,10078,56080,51548,2474,11516,60937,11,46420,1,7286,1,0,1,1,903,data_12threads_100connections_10s_True
write,0,linux-sysepoll,0,0,0,0,1,0,2,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,5,46420,1,15396,1,1,0,0,2177,data_12threads_100connections_10s_True
write,0,linux-sysepoll,0,1,0,0,1,1,2,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,0,0,2177,data_12threads_100connections_10s_True
write,1,linux-sysepoll,0,1,0,1,1,0,1,1,17876,59019,30170,31821,10078,56080,922,21883,11516,16908,5,46420,1,8186,0,1,0,0,2177,data_12threads_100connections_10s_True
writev,1,libev,1,1,0,1,1,0,2,0,10583,30860,2709,36070,17783,63770,46270,21089,19133,20665,15,1438,1,18160,0,0,1,1,1473,data_12threads_100connections_10s_True
write,0,poll,0,0,0,1,1,1,2,2,63826,34805,35485,22259,25245,41941,29825,29081,20075,46141,14,51705,1,61153,1,1,1,1,28,data_12threads_100connections_10s_True
write,0,libev,0,1,0,1,1,1,2,0,10583,4182,2709,36070,30006,63770,46270,21089,19133,20665,15,1438,1,18160,0,1,1,0,2266,data_12threads_100connections_10s_True
writev,1,poll,0,1,1,1,1,0,2,0,51761,26255,10614,13967,6983,52957,46270,20219,21389,20665,15,1438,1,18160,0,1,1,0,1473,data_12threads_100connections_10s_True
write,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,1104,data_8threads_100connections_60s_True
writev,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,30170,31821,19098,56080,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,520,data_8threads_100connections_60s_True
writev,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,1104,data_8threads_100connections_60s_True
write,0,linux-sysepoll,0,1,0,0,1,0,2,0,63826,34805,35485,22259,25245,41941,29825,23929,20075,46141,14,51705,1,61153,1,0,1,1,28,data_8threads_100connections_60s_True
writev,0,linux-sysepoll,0,1,1,0,1,0,2,1,25152,1907,30170,31821,2976,56080,38481,5965,11516,7770,11,46420,1,7286,1,0,1,1,1104,data_8threads_100connections_60s_True
writev,1,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,30170,31821,10078,37576,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,2171,data_8threads_100connections_60s_True
writev,0,linux-sysepoll,0,1,1,0,1,0,2,1,25152,1907,30170,31821,2976,26778,38481,5965,11516,7770,11,46420,1,7286,1,0,1,1,1104,data_8threads_100connections_60s_True
write,1,linux-sysepoll,1,1,0,0,1,0,2,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,1,1,1104,data_8threads_100connections_60s_True
write,0,poll,0,0,0,1,1,1,2,2,63826,34805,35485,22259,25245,41941,29825,29081,20075,46141,14,51705,1,61153,1,1,1,1,28,data_8threads_100connections_60s_True
write,0,poll,0,0,0,1,1,1,2,2,63826,33198,35485,22259,15268,41941,29825,29081,20075,48571,14,51705,0,61153,1,0,1,1,681,data_8threads_100connections_60s_True
write,1,poll,0,0,0,1,1,1,2,2,63826,34805,35485,31821,10078,27370,51548,5965,11516,60937,15,46420,1,7286,1,0,1,1,1104,data_8threads_100connections_60s_True
writev,1,select,1,0,0,1,1,1,2,2,45043,34805,35485,22259,25245,41941,29825,29081,20075,46141,14,51705,1,61153,1,1,1,1,681,data_8threads_100connections_60s_True
writev,1,select,1,0,0,1,1,1,2,2,25700,2763,8648,45667,22323,46190,5558,48641,22901,18221,11,25715,1,57633,1,1,1,1,1230,data_8threads_100connections_60s_True
writev,1,linux-sysepoll,1,0,0,0,1,1,0,2,61501,37379,61286,17028,8514,27095,14933,44920,22904,9971,5,22980,1,57471,0,1,0,1,2077,data_8threads_100connections_60s_True
writev,1,linux-sysepoll,0,0,0,0,1,1,0,1,61501,37379,61286,17028,13822,27095,32879,29081,20075,46141,14,51705,1,61153,1,1,1,1,681,data_8threads_100connections_60s_True
write,1,libev,1,1,0,0,1,0,2,0,61501,37379,61286,17028,8514,27095,14933,44920,22904,9971,5,22980,1,57471,0,1,0,1,2077,data_8threads_100connections_60s_True
writev,0,linux-sysepoll,1,1,0,0,1,0,2,0,61501,37379,28550,17028,8514,27095,14933,44920,22904,9971,5,22980,1,57471,0,1,0,1,2077,data_8threads_100connections_60s_True
write,1,libev,1,1,0,1,1,1,2,2,45043,34805,35485,22259,25245,41941,32879,29081,20075,46141,14,51705,1,61153,1,1,1,1,681,data_8threads_100connections_60s_True
writev,1,libev,0,0,0,1,1,1,2,2,63826,19003,35485,22259,25245,41941,29825,29081,20075,46141,13,51705,1,61153,1,0,1,1,28,data_8threads_100connections_60s_True
sendfile,1,libev,1,1,0,1,1,1,2,2,35292,34805,35485,21964,25245,41941,32879,29081,20075,46141,14,51705,1,61153,1,1,1,1,681,data_8threads_100connections_60s_True
write,1,linux-sysepoll,1,1,0,0,1,0,2,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,1,1,1104,data_12threads_300connections_60s_False
writev,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,1,0,1104,data_12threads_300connections_60s_False
writev,0,linux-sysepoll,0,1,1,0,1,0,0,1,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,1,1,642,data_12threads_300connections_60s_False
sendfile,0,linux-sysepoll,0,1,0,0,1,0,0,2,45043,34805,35485,24331,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,1,1,1104,data_12threads_300connections_60s_False
writev,1,linux-sysepoll,1,1,0,0,1,0,2,1,17876,59019,20984,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,1,1,1,1104,data_12threads_300connections_60s_False
writev,1,linux-sysepoll,0,1,0,0,1,0,2,0,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,13,30625,1,7286,1,1,1,0,1104,data_12threads_300connections_60s_False
write,1,libev,1,1,0,1,1,1,2,2,45043,34805,35485,22259,25245,41941,32879,29081,20075,46141,14,51705,1,61153,1,1,1,1,681,data_12threads_300connections_60s_False
write,1,libev,1,1,0,1,1,1,0,2,45043,34805,35485,22259,25245,41941,32879,29081,20075,46141,14,51705,1,61153,1,0,1,1,681,data_12threads_300connections_60s_False
write,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,30170,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,1104,data_12threads_300connections_60s_False
writev,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,30170,31821,19098,56080,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,520,data_12threads_300connections_60s_False
writev,0,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,1104,data_12threads_300connections_60s_False
write,0,linux-sysepoll,0,1,0,0,1,0,2,0,63826,34805,35485,22259,25245,41941,29825,23929,20075,46141,14,51705,1,61153,1,0,1,1,28,data_12threads_300connections_60s_False
writev,0,linux-sysepoll,0,1,1,0,1,0,2,1,25152,1907,30170,31821,2976,56080,38481,5965,11516,7770,11,46420,1,7286,1,0,1,1,1104,data_12threads_300connections_60s_False
writev,1,linux-sysepoll,0,1,0,0,1,0,2,1,17876,59019,30170,31821,10078,37576,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,2171,data_12threads_300connections_60s_False
writev,0,linux-sysepoll,0,1,1,0,1,0,2,1,25152,1907,30170,31821,2976,26778,38481,5965,11516,7770,11,46420,1,7286,1,0,1,1,1104,data_12threads_300connections_60s_False
writev,0,linux-sysepoll,0,1,1,0,1,1,2,1,25152,1907,30170,31821,2976,26778,38481,61054,11516,7770,11,46420,1,7286,1,0,1,1,1929,data_12threads_300connections_60s_False
writev,0,linux-sysepoll,0,0,0,0,1,0,2,1,25152,1907,30170,31821,2976,26778,38481,5965,11516,7770,11,28179,1,7286,1,0,1,1,1104,data_12threads_300connections_60s_False
writev,0,linux-sysepoll,0,1,1,0,1,0,2,1,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,11,46420,1,7286,1,0,1,1,642,data_12threads_300connections_60s_False
write,0,linux-sysepoll,0,1,0,0,1,0,2,2,45043,34805,35485,22259,25245,41941,32879,29081,20075,46141,14,51705,1,61153,1,1,1,1,681,data_12threads_300connections_60s_False
writev,0,linux-sysepoll,0,1,0,0,1,0,2,1,6276,59019,50580,31821,10078,56080,51548,5965,11516,18422,11,46420,1,7286,1,0,1,1,1104,data_12threads_300connections_60s_False
writev,1,linux-sysepoll,0,1,0,0,1,0,1,0,17876,59019,50580,31821,10078,56080,51548,5965,11516,60937,13,30625,1,7286,1,0,1,0,1473,data_12threads_100connections_10s_False
