OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.355567,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.67998,1
1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1.355567,0
1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1.992567,1
0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1.355567,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.355567,1
0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1.355567,1
0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1.999983,1
1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1.355567,1
1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1.355567,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.344417,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.6444,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.6444,1
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1.6444,1
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1.6444,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.044433,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2.044433,1
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.044433,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2.044433,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.044433,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.044433,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2.044433,1
