iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,workload
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10,svg-medium
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,90,svg-medium
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,svg-medium
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,10,svg-medium
0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,10,svg-medium
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,10,svg-medium
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,10,svg-medium
0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,10,svg-medium
0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,90,svg-medium
0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,10,svg-medium
0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,10,svg-medium
1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,10,svg-medium
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,90,svg-medium
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,10,svg-medium
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,10,svg-medium
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,90,svg-medium
0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,10,svg-medium
0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,10,svg-medium
0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,10,svg-medium
1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,10,svg-medium
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,90,svg-small
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,90,svg-small
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,svg-small
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,90,svg-small
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,svg-small
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,svg-small
0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,90,svg-small
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,svg-small
0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,90,svg-small
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,svg-small
0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,90,svg-small
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,90,svg-small
0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,90,svg-small
1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,svg-small
0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,90,svg-small
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,90,svg-small
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10,svg-small
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10,svg-small
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,90,svg-small
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,svg-small
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,jpeg-small
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,90,jpeg-small
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,jpeg-small
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,90,jpeg-small
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,jpeg-small
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,90,jpeg-small
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,jpeg-small
0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,jpeg-small
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,jpeg-small
0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,10,jpeg-small
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,90,jpeg-small
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,90,jpeg-small
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,90,jpeg-small
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,jpeg-small
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,90,jpeg-small
0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,90,jpeg-small
0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,90,jpeg-small
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,jpeg-small
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,jpeg-small
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,jpeg-small
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,jpeg-medium
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,jpeg-medium
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,90,jpeg-medium
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,jpeg-medium
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,90,jpeg-medium
