auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,1,0,0,1,0,1,0,0,0,0,1.916667,1
1,0,0,1,1,1,1,1,0,1,1,0,1.25,0
1,1,0,1,0,0,1,0,0,0,1,0,2.1875,1
1,1,0,0,0,0,0,1,0,1,1,1,1.875,1
1,1,0,0,0,0,0,0,0,1,0,0,1.25,1
1,0,1,1,1,0,1,1,0,1,1,0,2.0,1
1,1,1,0,0,0,1,1,0,1,1,1,2.25,1
1,1,0,0,0,0,0,1,0,1,0,0,2.0,1
1,0,1,0,0,0,1,1,0,0,1,1,2.25,1
1,1,1,1,1,0,1,1,0,1,1,0,1.875,1
0,0,1,1,0,0,0,1,0,1,0,1,1.75,1
0,0,1,1,0,0,0,1,0,1,0,0,1.75,1
1,0,1,0,0,0,0,1,0,1,0,0,1.75,1
1,0,0,0,0,0,0,1,0,1,0,0,2.333333,1
0,0,0,0,0,0,0,1,0,1,0,0,2.0,1
1,0,0,0,0,0,0,1,0,0,0,0,2.0,1
0,0,0,0,0,0,1,1,1,0,0,0,1.75,1
1,0,0,0,0,0,0,1,1,0,0,0,1.75,1
1,1,1,0,0,0,1,1,0,0,1,1,1.875,1
1,1,0,0,0,0,1,0,0,1,1,0,1.875,1
1,1,0,0,0,0,0,0,0,0,1,0,1.5,1
