OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2.96002,1
1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2.96002,1
0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,2.96002,1
0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,2.629633,1
0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1.599967,1
1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,2.2815,1
1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1.599967,1
0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1.599967,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.599967,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1.599967,1
0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1.9556,1
1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1.9556,1
0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,2.311133,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.311133,1
