iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,workload
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,90,svg-small
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,90,svg-small
0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,90,svg-small
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,svg-small
0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,90,svg-small
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,90,svg-small
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,svg-small
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,svg-small
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,svg-small
0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,10,svg-small
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,10,svg-small
0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,10,svg-small
0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,10,svg-small
0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,10,svg-small
0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,10,svg-small
0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,10,svg-small
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,svg-small
0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,10,svg-small
0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,10,svg-small
0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,10,svg-small
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,svg-large
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,svg-large
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,svg-large
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,svg-large
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,10,svg-large
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,90,svg-large
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,svg-large
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,90,svg-large
0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,90,svg-large
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,90,svg-large
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,svg-large
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,90,svg-large
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,10,svg-large
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,svg-large
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,90,svg-large
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,90,svg-large
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,svg-large
