auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,time
0,0,1,0,0,0,0,1,0,0,1,0,0.22
0,1,0,0,1,0,0,1,1,0,1,0,0.25
0,0,1,0,0,1,1,1,1,1,1,0,1.16
0,1,1,1,1,1,1,1,1,0,1,1,1.16
0,0,0,0,0,0,0,0,1,0,0,0,2.37
0,1,0,0,0,0,0,1,1,0,0,0,3.04
0,1,1,0,1,0,0,0,1,0,0,0,3.04
1,1,0,0,1,1,1,0,1,0,0,1,4.75
1,0,0,0,0,0,0,0,0,0,1,0,5.95
1,1,0,1,0,0,0,0,0,1,1,1,5.97
1,1,1,1,1,0,0,0,0,1,1,0,5.97
1,1,0,1,0,0,0,0,0,1,1,0,5.97
1,1,1,1,1,0,0,0,0,1,1,1,5.97
1,1,0,1,1,0,0,1,0,0,1,0,5.98
1,1,0,0,0,0,0,0,0,0,1,0,5.98
1,0,1,1,0,0,1,1,1,1,1,1,6.05
1,0,1,0,1,0,1,1,0,0,0,0,8.0
1,0,0,1,0,0,0,0,0,0,0,1,8.0
1,0,0,0,1,0,0,0,0,0,0,1,8.0
1,0,0,1,0,0,0,0,0,1,0,0,8.01
