iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,3.0,1
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,90,2.8,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,90,2.4,1
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,2.6,1
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,90,1.4,0
0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,90,1.8,0
0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,3.0,1
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,90,1.4,0
0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,90,1.4,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,90,1.4,0
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,90,1.6,0
0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,90,1.6,0
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,90,1.8,0
0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,90,1.8,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,1.8,0
0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,1.8,0
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,90,1.8,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,1.8,1
0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,1.8,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,2.0,1
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,2.0,1
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,90,2.0,1
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,2.0,1
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,2.0,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,90,2.0,1
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,90,2.0,1
0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,90,2.2,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,90,2.2,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,90,2.2,1
0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,2.2,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,90,2.2,1
