OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.874067,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.874067,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.3444,0
1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1.3444,0
1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1.3444,0
1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1.3444,0
1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1.3444,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.3444,0
1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1.3444,0
1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1.3444,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.6537,1
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.15,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.6389,1
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.15,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.15,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2.15,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.4111,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.4111,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1.9111,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.9111,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.9111,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2.1611,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.1611,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2.1611,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2.1611,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2.1611,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.1611,1
0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2.1611,1
