auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,0,0,0,0,0,1,0,0,0,0,1.571429,1
0,0,0,0,1,0,0,1,0,0,0,0,0.714286,0
1,0,1,0,0,0,1,0,1,1,0,0,0.714286,0
0,0,0,0,0,0,0,1,1,0,0,0,0.714286,0
0,1,0,0,0,0,1,1,0,1,0,0,0.714286,0
1,1,0,0,0,0,0,1,0,1,0,0,2.482143,1
1,1,0,0,0,0,0,1,0,0,0,0,2.0,1
1,0,1,1,1,1,1,1,0,1,0,0,1.428571,1
0,0,0,1,0,1,0,1,0,0,0,0,1.142857,0
0,0,1,1,1,1,1,1,0,1,0,0,1.142857,0
0,0,1,1,0,0,0,0,0,0,0,0,0.714286,0
0,0,0,1,0,0,0,0,0,0,0,0,0.714286,0
1,0,1,1,0,0,0,0,0,1,0,0,2.035714,1
0,0,0,1,1,0,0,0,0,0,0,0,0.714286,0
0,0,0,0,0,0,0,1,0,0,0,1,1.428571,1
0,0,0,0,0,0,0,0,0,0,0,0,0.714286,0
0,0,1,0,0,0,0,0,0,0,0,0,1.428571,1
0,0,0,0,0,0,1,1,0,0,0,0,0.714286,0
0,0,0,0,0,0,0,1,0,0,0,0,0.714286,0
1,0,1,0,1,1,1,1,0,1,0,0,1.285714,0
1,1,1,0,0,0,0,1,0,1,0,1,2.190476,1
1,1,0,0,0,0,0,0,0,1,0,0,2.190476,1
1,0,0,0,1,0,0,1,0,1,0,0,2.0,1
1,1,0,1,0,0,0,0,0,0,0,0,2.142857,1
0,1,0,0,0,1,0,0,0,1,0,0,0.857143,0
0,0,0,1,0,1,0,0,0,0,0,0,0.857143,0
0,0,1,0,0,1,0,0,0,1,0,0,0.857143,0
0,0,1,1,0,1,1,1,0,1,0,0,0.857143,0
0,0,0,0,0,1,0,0,0,1,0,0,0.857143,0
1,0,1,0,0,0,0,0,0,0,0,0,1.857143,1
0,0,0,1,0,0,0,1,0,0,0,0,1.428571,1
1,0,0,0,0,0,0,0,0,1,0,0,1.857143,1
1,1,0,0,0,0,0,1,0,1,0,1,2.214286,1
1,0,0,0,0,0,0,0,0,1,1,0,1.857143,1
1,1,1,0,0,0,0,1,0,1,0,0,2.214286,1
1,0,0,0,1,0,0,0,0,0,0,0,1.857143,1
1,1,1,0,0,0,0,0,0,0,0,1,2.142857,1
1,1,1,0,0,0,0,0,0,0,0,0,2.142857,1
